id,name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,license,price_in_USD,long_term,price_per_night
873568560033414421,5 min.  to Ikebukuro Otome road ! 701,圭太,Toshima Ku,35.74052,139.70956,Entire home/apt,12354,2,14,46,m130033888,79.70322580645161,False,6177
873571327426388602,5 min.  to Ikebukuro Otome road ! 702,圭太,Toshima Ku,35.7405,139.70837,Entire home/apt,12354,2,20,46,m130033889,79.70322580645161,False,6177
873572915467479692,5 min.  to Ikebukuro Otome road ! 703,圭太,Toshima Ku,35.74062,139.70965,Entire home/apt,11768,2,17,46,m130033890,75.92258064516129,False,5884
873574456142579937,12 min.  walk from Ikebukuro Station / h01,圭太,Toshima Ku,35.73889545205566,139.70790521216065,Entire home/apt,12945,2,10,46,m130033891,83.51612903225806,False,6472
873577372448043683,12 min. walk from Ikebukuro Station / h03,圭太,Toshima Ku,35.74053286386446,139.70837267632942,Entire home/apt,11768,2,23,46,m130033893,75.92258064516129,False,5884
873578933015950890,5 min.  to Ikebukuro Otome road ! i01,圭太,Toshima Ku,35.74016,139.70753,Entire home/apt,12945,2,4,46,m130033894,83.51612903225806,False,6472
873580630200731049,5 min.  to Ikebukuro Otome road ! i02,圭太,Toshima Ku,35.738930468948155,139.7096981228574,Entire home/apt,12354,2,22,46,m130033895,79.70322580645161,False,6177
873582237417673495,5 min.  to Ikebukuro Otome road ! i03,圭太,Toshima Ku,35.738553256020765,139.70911281727112,Entire home/apt,11179,2,21,46,m130033896,72.12258064516129,False,5590
873682304997483141,"Japan House Nishishinjuku B, 3 stops to shinjuku",Japan House,Nakano Ku,35.6918224,139.6788744,Entire home/apt,14006,1,29,103,hotels and inns business act | 中野区保健所 | 31中健衛環第271号,90.36129032258064,False,14006
873754215025870460,Aesthetic Traditional Kura House,Kaz,Komae Shi,35.628929,139.5884862,Entire home/apt,8550,3,20,2,m130033750,55.16129032258065,False,2850
873788365774132352,渋谷駅まで5分！ダブルベッド1台　ソファベッド1台　409,Gaku,Shibuya Ku,35.65922880000001,139.6960633,Entire home/apt,21800,2,77,8,hotels and inns business act | 渋谷区保健所 | 5渋保生環第401号,140.6451612903226,False,10900
873790327868730839,Skytree｜36m2｜8 min to Sta.｜Asakusa｜Max5｜Free Wi-Fi,Rei,Sumida Ku,35.720945,139.812363,Entire home/apt,13110,2,42,1,hotels and inns business act | 墨田区保健所 | ５墨福衛生環第４５号,84.58064516129032,False,6555
874152549322471054,【下北沢徒歩2分　個室貸切のアパート】The Hotel SPACE 下北沢,寛啓,Setagaya Ku,35.66247033304856,139.6687367090175,Entire home/apt,12214,2,47,1,hotels and inns business act | 世田谷区世田谷保健所 | 5世保生環第11号,78.8,False,6107
874204589745315436,13 min walk from Ikebukuro station! 1K/101,Sumyca,Toshima Ku,35.73755,139.71384,Entire home/apt,11412,1,24,74,m130033559,73.6258064516129,False,11412
874224228621259627,13 min walk from Ikebukuro station! Wi-Fi/a02,Sumyca,Toshima Ku,35.73909,139.71439,Entire home/apt,11412,1,16,74,m130033560,73.6258064516129,False,11412
874231745876256464,13 min walk from Ikebukuro station/a03,Sumyca,Toshima Ku,35.73915744566758,139.71258340235408,Entire home/apt,17650,1,1,74,m130033561,113.87096774193549,False,17650
874233097226775649,13 min.  walk from ikebukuro station/high security,Sumyca,Toshima Ku,35.739552606681414,139.71240722372832,Entire home/apt,12369,1,19,74,m130033562,79.8,False,12369
874234464591831310,Bright room with wide windows,Sumyca,Toshima Ku,35.737423167263245,139.71386263598822,Entire home/apt,11412,1,23,74,m130033563,73.6258064516129,False,11412
874235447166343631,13 min walk from Ikebukuro station! Wi-Fi/203,Sumyca,Toshima Ku,35.73928801344468,139.7121687723996,Entire home/apt,20077,1,13,74,m130033564,129.52903225806452,False,20077
874236311099596756,13 min walk from ikebukuro sta. /stylish new rooms,Sumyca,Toshima Ku,35.73764,139.71357,Entire home/apt,11412,1,20,74,m130033565,73.6258064516129,False,11412
874238157788965714,13 min walk from Ikebukuro station! Spacious 1ldk,Sumyca,Toshima Ku,35.73953598773065,139.7137904060091,Entire home/apt,16313,1,20,74,m130033567,105.24516129032259,False,16313
874239349497416861,13 min walk from Ikebukuro station! Wi-Fi/d02,Sumyca,Toshima Ku,35.73733130588108,139.71260015427032,Entire home/apt,11412,1,23,74,m130033569,73.6258064516129,False,11412
874239384068472204,13 min.  walk from ikebukuro station/401,Sumyca,Toshima Ku,35.73877273613696,139.71213119076023,Entire home/apt,11412,1,13,74,m130033568,73.6258064516129,False,11412
874241665844201937,Walk from Ikebukuro Station/Designers/d03,Sumyca,Toshima Ku,35.73894,139.71417,Entire home/apt,16384,1,22,74,m130033570,105.70322580645161,False,16384
874383400755581783,一棟貸切ヴィラ/池袋駅徒歩10分/閑静な住宅街/Wi-Fi/最大６名/長期滞在,Honami,Toshima Ku,35.7394807200302,139.70698665381198,Entire home/apt,22572,1,32,13,m130033197,145.6258064516129,False,22572
874389788728327885,【新宿独栋4室】新宿中心/近歌舞伎町/大久保/新大久保/独栋别墅-适合朋友&家庭出行,瑞希,Shinjuku Ku,35.7006579088092,139.69475242051547,Entire home/apt,75047,2,79,2,hotels and inns business act | 新宿区保健所 | 5新保衛環第140号,484.1741935483871,False,37524
874501503969121336,"95㎡ 5BR, 1LR villa near Asakusa, 3-min to station",Yan,Katsushika Ku,35.72977,139.83695,Entire home/apt,22500,1,50,2,hotels and inns business act | 葛飾区保健所 | 4葛保生環令第344号,145.16129032258064,False,22500
874505820430732171,渋谷駅A0出口徒歩4分！無料WiFi！中心地のワンルーム！MK440,Yasutaka,Shibuya Ku,35.6582,139.69519,Entire home/apt,37714,1,15,1,m130033167,243.31612903225806,False,37714
877926727732719217,Good location 12 minutes from HND/Newly room/102,株式会社スカイホーム,Ota Ku,35.55494476651348,139.7426067928329,Entire home/apt,13564,2,41,2,special economic zoning act | 5健生発第10150号,87.50967741935484,False,6782
877931481272651491,Wabi Sabi Hostel 14,Wabi Sabi,Setagaya Ku,35.64744141275046,139.6670330406143,Private room,13517,3,6,8,hotels and inns business act | 世田谷区世田谷保健所 | 4世保生環第851号,87.20645161290322,False,4506
876618272919796125,New Open/新宿エリア/3LDK/高速Wi-Fi/駅近/駐車場付き/ファミリーに最適,豊田,Shinjuku Ku,35.688848225673134,139.68494020976522,Entire home/apt,61566,1,94,6,hotels and inns business act | 新宿区保健所 | 31新保衛環第169号,397.2,False,61566
876618304672476263,New Open/新宿エリア/3LDK/高速Wi-Fi【最寄駅から徒歩5分】/駐車場付き,豊田,Shinjuku Ku,35.68885,139.68478,Entire home/apt,59493,1,105,6,hotels and inns business act | 新宿区保健所 | 31新保衛環第169号,383.8258064516129,False,59493
876715171755907214,银座合之屋，三线可达，地铁三分钟，银座徒步十分钟，筑地海鲜市场,Yu,Chuo Ku,35.666231,139.768927,Entire home/apt,65714,1,36,3,m130036046,423.9612903225806,False,65714
876719271047860462,Shimokita Stay 1 / Shimokitazawa Perfect location,Mariko,Setagaya Ku,35.66273,139.66597,Entire home/apt,18406,1,91,7,hotels and inns business act | 世田谷区世田谷保健所 | 5世保生環第27号,118.7483870967742,False,18406
876766506821848357,【スワンパーク池袋201】池袋駅から徒歩10分！Wi-Fi完備　お洒落なロフトタイプ,Pqd,Toshima Ku,35.73254070002628,139.71445421207233,Entire home/apt,10800,1,87,39,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第199号,69.6774193548387,False,10800
876767565228333908,Long stay/1 min walk from sta./Tokyo Sta. Direct,Sylvia,Edogawa Ku,35.664221097828154,139.8610164454799,Entire home/apt,12000,30,3,20,m130032965,77.41935483870968,False,400
876939776731444009,Reimi Mondo601,Reimi,Toshima Ku,35.73861411962136,139.71286749338995,Entire home/apt,22857,1,34,9,hotels and inns business act | 豊島区池袋保健所 | 元豊池保衛環き第122号,147.46451612903226,False,22857
877070810484709054,8minutes walk from the station! excellent security,ライワマンション,Minato Ku,35.64657073299199,139.73359510425303,Entire home/apt,14707,2,23,26,m130033621,94.88387096774194,False,7354
877076766396571600,8 minute walk from the station! Excellent security,ライワマンション,Minato Ku,35.64608,139.73431,Entire home/apt,21181,2,29,26,m130033623,136.6516129032258,False,10590
877083174277771799,near skytree ! stylish color scheme room/101,圭太,Sumida Ku,35.71893171333864,139.81013913865837,Entire home/apt,8669,2,20,28,m130033603,55.92903225806452,False,4334
877085785509457288,near skytree ! stylish color scheme room,圭太,Sumida Ku,35.718407532226685,139.8115917001804,Entire home/apt,8669,2,22,28,m130033604,55.92903225806452,False,4334
877087683489817204,near skytree ! stylish color scheme room/201,圭太,Sumida Ku,35.71981,139.8121,Entire home/apt,8669,2,14,28,m130033605,55.92903225806452,False,4334
877088437350945857,near skytree ! stylish color scheme room/202,圭太,Sumida Ku,35.71833765755676,139.8114196366583,Entire home/apt,8669,2,21,28,m130033606,55.92903225806452,False,4334
877089636210088540,near skytree ! stylish color scheme room/203,圭太,Sumida Ku,35.71832657722838,139.81042930997253,Entire home/apt,8669,2,18,28,m130033607,55.92903225806452,False,4334
877090387348297412,near skytree ! stylish color scheme room,圭太,Sumida Ku,35.720348711159815,139.81060994307518,Entire home/apt,8669,2,17,28,m130033608,55.92903225806452,False,4334
877091154967270995,near skytree ! stylish color scheme room/302,圭太,Sumida Ku,35.71867,139.81217,Entire home/apt,8669,2,13,28,m130033609,55.92903225806452,False,4334
877091937764564949,near skytree ! stylish color scheme room/303,圭太,Sumida Ku,35.7195530404522,139.80992387672953,Entire home/apt,8669,2,27,28,m130033610,55.92903225806452,False,4334
877093027130476441,near skytree ! Wi-Fi/401,圭太,Sumida Ku,35.72042084840296,139.81197004694369,Entire home/apt,8669,2,18,28,m130033611,55.92903225806452,False,4334
877093892109704731,near skytree ! stylish color scheme room/402,圭太,Sumida Ku,35.71906544843106,139.8100757402706,Entire home/apt,8669,2,15,28,m130033612,55.92903225806452,False,4334
877094742788138416,near skytree ! Wi-Fi/403,圭太,Sumida Ku,35.71818641651777,139.81158869752798,Entire home/apt,8669,2,11,28,m130033613,55.92903225806452,False,4334
877095609890726611,near skytree ! stylish color scheme room/501,圭太,Sumida Ku,35.72035618538809,139.8116400550599,Entire home/apt,8669,2,10,28,m130033614,55.92903225806452,False,4334
877097140868527082,near skytree ! stylish color scheme room/502,圭太,Sumida Ku,35.720234454792205,139.81026453752852,Entire home/apt,8669,2,13,28,m130033615,55.92903225806452,False,4334
877098358696708144,near skytree ! stylish color scheme room/503,圭太,Sumida Ku,35.720222154940686,139.81198156572614,Entire home/apt,8669,2,16,28,m130033616,55.92903225806452,False,4334
877114456037675187,Uhome Kamiitabashi・3min Sta・Private Rm/Kitchen 201,Feng,Itabashi Ku,35.76483,139.67571,Private room,14521,1,10,48,m130027567,93.68387096774194,False,14521
877133721676072369,(HM2) Cozy Beautiful Home Shinjuku!,一,Shibuya Ku,35.6874,139.67944,Entire home/apt,13400,2,65,17,hotels and inns business act | 渋谷区保健所 | 4渋保生環第1217号,86.45161290322581,False,6700
877139448928813700,(HM3) Shinjuku Delight Home!,一,Shibuya Ku,35.68636,139.67913,Entire home/apt,13400,2,65,17,hotels and inns business act | 渋谷区保健所 | 4渋保生環第1218号,86.45161290322581,False,6700
877175186573510433,東京13分、秋葉原13分、新宿駅30分、舞浜30分、成田空港直通70分/駅から徒歩5分/収容人数5,Reach,Katsushika Ku,35.71631525065484,139.86016895783396,Entire home/apt,23786,2,18,2,hotels and inns business act | 葛飾区保健所 | 5葛保生環令第430号,153.45806451612904,False,11893
877199797301204687,15-min bus to Shinjuku/kitchen & social area㉙,Wang,Nakano Ku,35.68734799602245,139.676460367818,Private room,13730,1,11,58,hotels and inns business act |  中野区保健所 | 3中健衛環第206号,88.58064516129032,False,13730
877200670208419500,15-min bus to Shinjuku/kitchen & social area㉕,Wang,Nakano Ku,35.68752,139.67513,Private room,13730,1,4,58,hotels and inns business act | 中野区保健所 | 3中健衛環第206号,88.58064516129032,False,13730
877211225380327023,15min bus to Shinjuku/kitchen & social area㉑,Wang,Nakano Ku,35.68939330749057,139.6746687164882,Private room,13730,1,3,58,hotels and inns business act | 中野区保健所 | 3中健衛環第206号,88.58064516129032,False,13730
877295662641652984,裏渋谷・渋谷駅徒歩8分/60平米スタイル良いマンション/Loft,YoYo,Shibuya Ku,35.65467,139.69341,Entire home/apt,48214,2,49,1,m130033459,311.05806451612904,False,24107
877472607787204984,Ikebukuro sta 8 min/Modern3-story house/Max9,Fun,Toshima Ku,35.73546,139.71356,Entire home/apt,58689,2,37,1,m130007045,378.63870967741934,False,29344
877509812548508903,【スワンパーク池袋101】池袋駅から徒歩10分！お洒落なロフトタイプ グループ旅行にもぴったり,Pqd,Toshima Ku,35.73451,139.71437,Entire home/apt,10800,1,53,39,hotels and inns business act | 豊島区池袋保健所 | 4豊池保衛環き第198号,69.6774193548387,False,10800
877687443439794683,平井駅から徒歩6分/江戸川区/最大収容人数12人/一軒家,宗也,Edogawa Ku,35.704561813979566,139.84770651765712,Entire home/apt,27514,3,13,1,m130041272,177.50967741935483,False,9171
885265791456117186,东京楽遊秋叶原民宿/超赞房东/秋叶原站徒步10分/浅草桥车站12分/双床房/银座新宿涩谷电车直达,邢,Taito Ku,35.702026790874754,139.77953783791966,Entire home/apt,34160,2,35,7,hotels and inns business act | 東京都台東区台東保健所 | 5台台健生環き第10009号,220.38709677419354,False,17080
885318854958378993,浅草寺/雷门步行5分钟 晴空塔/上野/隅田川水上巴士站；驛家國際；逍遙1777/二室一卫/2-8人房,驛家國際宾館,Taito Ku,35.706873196712074,139.79441164461434,Entire home/apt,19543,1,108,7,hotels and inns business act | 東京都台東区台東保健所 | 31台台健生環き第10230号,126.08387096774193,False,19543
885389730502322586,JR新宿站/大久保/東新宿站徒步三分钟/new open,Miki,Shinjuku Ku,35.69829,139.70517,Entire home/apt,15000,2,55,6,hotels and inns business act | 新宿区保健所 | 31新保衛環第116号,96.7741935483871,False,7500
885892735791098116,渋谷駅徒歩5分｜道玄坂エリア｜アクセス良好｜Wi-Fi完備｜最大収容4名｜511号室,Yanagihara,Shibuya Ku,35.65866517434674,139.69715112836712,Entire home/apt,35081,2,55,39,m130033641,226.32903225806453,False,17540
885968963793153293,"Max.6ppl/ house/ 2 mins from station, Ueno 20mins",Yanagihara,Bunkyo Ku,35.728662635457695,139.7432549117504,Entire home/apt,40000,1,33,39,m130033728,258.06451612903226,False,40000
886611511356245583,"Modern JP-style, 6min train, Tokyo Tower & Park 2F",Vivian,Minato Ku,35.6567386,139.7439772,Entire home/apt,47758,3,68,19,hotels and inns business act | 港区みなと保健所 | 4港み生環き第195号,308.1161290322581,False,15919
886620294258323387,"Modern JP-style, 6min train, Tokyo Tower & Park 4F",Vivian,Minato Ku,35.65582381281168,139.74299344277446,Entire home/apt,49687,3,62,19,hotels and inns business act | 港区みなと保健所 | 4港み生環き第195号,320.56129032258065,False,16562
886621577637304135,"Modern JP-style, 6min train, Tokyo Tower & Park 3F",Vivian,Minato Ku,35.65716,139.74505,Entire home/apt,47758,3,70,19,hotels and inns business act | 港区みなと保健所 | 4港み生環き第195号,308.1161290322581,False,15919
886625621452337343,"Modern JP-style, 6min train, Tokyo Tower & Park 5F",Vivian,Minato Ku,35.6578,139.74294,Entire home/apt,50146,3,70,19,hotels and inns business act | 港区みなと保健所 | 4港み生環き第195号,323.52258064516127,False,16715
886632491802704880,Top floor studio near Tokyo Tower & 5 min train 6F,Vivian,Minato Ku,35.657086909548454,139.74487118199147,Entire home/apt,26884,3,42,19,hotels and inns business act | 港区みなと保健所 | 4港み生環き第195号,173.44516129032257,False,8961
886835882685252854,One stage hotel/池袋/要町站9分钟/Free WiFi/H,Dong,Toshima Ku,35.73343,139.69244,Entire home/apt,14657,2,4,12,hotels and inns business act | 豊島区池袋保健所 | 3豊池保衛環き第65号,94.56129032258065,False,7328
886840147411160120,One stage hotel/池袋/要町站9分钟/Free WiFi/I,Dong,Toshima Ku,35.733418091991915,139.69076205404522,Entire home/apt,14657,2,14,12,hotels and inns business act | 豊島区池袋保健所 | 3豊池保衛環き第65号,94.56129032258065,False,7328
886843354951110942,One stage hotel/池袋/要町站9分钟/Free WiFi/3 rooms   B,Dong,Toshima Ku,35.73334901023839,139.692704779704,Entire home/apt,97200,2,2,12,hotels and inns business act | 豊島区池袋保健所 | 3豊池保衛環き第65号,627.0967741935484,False,48600
887066512043229692,东京楽遊秋叶原民宿/超赞房东/秋叶原站徒步10分/浅草桥车站12分/双床房/银座新宿涩谷电车直达,邢,Taito Ku,35.70181,139.77873,Entire home/apt,32480,2,12,7,hotels and inns business act | 東京都台東区台東保健所 | 5台台健生環き第10009号,209.5483870967742,False,16240
887165240154972090,新築一軒屋3LDK貸切3階90㎡東向島徒歩５分京成曳舟駅徒歩9分浅草電車10分直通提供電気自転車,伊藤,Sumida Ku,35.724550045125866,139.82196998527834,Entire home/apt,27954,2,26,1,m130024068,180.3483870967742,False,13977
887167463584140899,浅草逸家,Chiliko,Taito Ku,35.714151,139.79178,Entire home/apt,45463,1,55,2,m130033153,293.30967741935484,False,45463
887242593030728074,上野动物园，秋葉原、（6F2）東京大学，アメ横、附近商业区及车站步行约5-10分,Kun,Bunkyo Ku,35.70795,139.76845,Entire home/apt,15010,2,109,9,hotels and inns business act | 文京区文京保健所 | 2020文文生環き第501号,96.83870967741936,False,7505
887252591583609152,Cosy Appartement Tokyo Itabashi ku <English OK>,竹岡,Itabashi Ku,35.773063,139.6884852,Entire home/apt,6847,2,47,1,m130033749,44.174193548387095,False,3424
887304528908760676,桜の川2/巢鸭206/山手线步行五分钟/直达池袋、上野、秋叶原，免费WIFI，药妆店便利店,Manami,Toshima Ku,35.736137487264905,139.73699983324886,Entire home/apt,23429,1,20,34,hotels and inns business act | 豊島区池袋保健所 | 元豊池保衛環き第107号,151.15483870967742,False,23429
887330818036843564,"Sakura·3F, stylish and safe clean Ginza/Tsukiji",白,Chuo Ku,35.66667,139.77631,Entire home/apt,24714,1,15,2,hotels and inns business act | 中央区保健所 | 29 中保生環き 第138号,159.44516129032257,False,24714
887354019171714210,小岩駅/徒歩3分/最大12名可！古風/清潔/静か/一軒家(MS99),Yoko,Edogawa Ku,35.73230391975151,139.87867716574857,Entire home/apt,14932,2,26,2,m130036110,96.33548387096774,False,7466
887366478153361724,"Shibuya Sta.3 min walk,TopFloor Comfort Suite,max6",Rei,Shibuya Ku,35.65532,139.70296,Entire home/apt,54000,2,110,2,hotels and inns business act | 渋谷区保健所 | 5渋保生環第625号,348.38709677419354,False,27000
877951889530725444,3min from Aoyama 1-chome Sta｜Max 6PPL｜Bike Share,Milo,Minato Ku,35.67196,139.72409,Entire home/apt,72539,1,88,1,hotels and inns business act | 港区みなと保健所 | ３０港み生環き第２２１号,467.9935483870968,False,72539
877956424768376917,Gallery House 1&2 Wifi 完備(2F&3F),May,Ota Ku,35.56318,139.7009,Entire home/apt,36960,1,0,6,special economic zoning act | ２健生発第10094号,238.4516129032258,False,36960
877992479596143005,整套房源/徒步西新宿两分钟/徒步新宿8分钟,Nana,Shinjuku Ku,35.6923369413489,139.69180989097,Entire home/apt,22100,2,18,9,m130037916,142.58064516129033,False,11050
878000491374072480,Good location 12 minutes from HND/Newly room/107,株式会社スカイホーム,Ota Ku,35.55537,139.74327,Entire home/apt,15394,2,47,2,special economic zoning act | 5健生発第10150号,99.31612903225806,False,7697
878531654555620706,整套公寓/步行两分钟西新宿/步行7分钟新宿/紧邻希尔顿酒店,Nana,Shinjuku Ku,35.69575961577721,139.6917677328803,Entire home/apt,29361,2,7,9,m130037918,189.4258064516129,False,14680
878545223125932810,新宿温馨公寓 紧邻希尔顿酒店 高速网络,Nana,Shinjuku Ku,35.69694322477818,139.69140548491333,Entire home/apt,27200,2,10,9,m130037925,175.48387096774192,False,13600
878775316876516743,9mins to yamanote Station on foot. new apartment.,Nori,Toshima Ku,35.737844015517965,139.72621364095988,Entire home/apt,18843,2,53,43,hotels and inns business act | 新宿区保健所 | 4新保衛環第48号,121.56774193548387,False,9422
878890807319612515,日暮里站步行5分钟/三人间共用浴室/厕所/厨房/洗衣机,池田,Arakawa Ku,35.7277843297323,139.77375210219387,Private room,23750,1,0,2,hotels and inns business act | 荒川区保健所 | 2荒保衛環き（三）第6号,153.2258064516129,False,23750
879369032763212525,立地最高。交通・買い物にとっても便利。109,新東明,Shinjuku Ku,35.6991345,139.7044202,Entire home/apt,11314,2,51,6,m130032797,72.99354838709678,False,5657
879394743252102936,403JR山手线莺谷站3分钟，紧邻上野浅草寺，直达新宿池袋等热门商圈，电梯温馨新装公寓，中文房东！,Eric,Taito Ku,35.72158,139.78112,Entire home/apt,14388,2,71,16,hotels and inns business act | 東京都台東区台東保健所 | 31台台健生環き第10273号,92.8258064516129,False,7194
880021343133073818,"Nakano,130sqm,4 Ldk,10 mins Shinjuku 7beds,2toilet",Cheng,Nakano Ku,35.71524,139.67096,Entire home/apt,27160,2,9,2,m130043020,175.2258064516129,False,13580
880141829450378560,Shinjuku One stop/Twin room/New bidet/Ⅲ２０２,Rumika,Shibuya Ku,35.68061838709853,139.6796103866945,Entire home/apt,4204,4,16,23,m130039597,27.12258064516129,False,1051
880223257534016842,Central TOKYO/Shinjuku/4 ppl/8 min from Sta./Wi-Fi,Rio,Shinjuku Ku,35.69719,139.69699,Entire home/apt,31901,3,42,7,m130033959,205.81290322580645,False,10634
880768340501706548,1｜Netflix｜Haneda Airport near｜Free WiFi｜Shinagawa,Hiroki,Ota Ku,35.5634637,139.7266894,Entire home/apt,13096,1,62,12,special economic zoning act | ５健生発第10033号,84.49032258064516,False,13096
880773315855358361,2｜Netflix｜Haneda Airport near｜Free WiFi｜Shinagawa,Hiroki,Ota Ku,35.5634637,139.7266894,Entire home/apt,10877,1,81,12,special economic zoning act | ５健生発第10033号,70.1741935483871,False,10877
880776888454365113,Haneda Airport near｜Free WiFi｜Shinagawa｜Yokohama,Hiroki,Ota Ku,35.5634637,139.7266894,Entire home/apt,8949,1,50,12,special economic zoning act | ５健生発第10033号,57.73548387096774,False,8949
881011850336365423,～West Shinjuku～10mins from metro/3pax/New apt,Taka,Nakano Ku,35.68748286221208,139.67616048724722,Entire home/apt,14991,1,66,17,hotels and inns business act | 中野区保健所 | 4中健衛環第322号,96.71612903225807,False,14991
881019159167251909,Holy Planet  《泊まれる仮想世界》120㎡  池袋1駅新宿2駅,Aki,Kita Ku,35.74479,139.72195,Entire home/apt,82183,1,318,3,hotels and inns business act | 東京都北区保健所 | 5北健生環き第6号,530.2129032258065,False,82183
881039396312255298,203_新宿Gourmet&Shopping Recently/新大久保駅徒歩10分,Trip,Shinjuku Ku,35.703026293997354,139.7083201048593,Private room,7372,1,9,16,m130035270,47.561290322580646,False,7372
881335597559758742,ファミリー・グループ/8名一戸建/キッチン付き/1グループ専有　HotelRelaxing,Relaxing,Ota Ku,35.56367,139.7235,Entire home/apt,26180,1,38,1,hotels and inns business act | 大田区保健所 | 保生環第0419号,168.90322580645162,False,26180
881430886271957120,Shinjuku Sta. 9mins＊Kabukicho Apartment＊Free Wi-Fi,敦,Shinjuku Ku,35.69634810725738,139.70515447916603,Entire home/apt,16100,1,28,1,m130033755,103.87096774193549,False,16100
881558461623820847,Tabist 銀座 -【禁煙】デラックスツインルーム,Tabist,Chuo Ku,35.6663201,139.7660988,Private room,17386,1,16,2,hotels and inns business act | 中央区保健所 | 4中保生環き第68号,112.16774193548387,False,17386
881580460858168722,东京中心 宽敞舒适交通便利人气车站3分钟 丰洲市场12分钟 2条地铁可抵达东京各处 直达上野新宿东京,Daiki,Koto Ku,35.66981,139.80063,Entire home/apt,23756,1,118,1,hotels and inns business act | 江東区保健所 | 4江健生環き第129号,153.26451612903224,False,23756
881596335235151429,North Shinjuku house 北新宿の一軒家,Y,Shinjuku Ku,35.706870300085924,139.69346985801693,Entire home/apt,40171,1,21,6,hotels and inns business act | 新宿区保健所 | 5新保衛環第167号,259.1677419354839,False,40171
881633372945926405,garaku／Whole house rent／Asakusa,知也,Taito Ku,35.72783556779338,139.80450812713323,Entire home/apt,19543,2,77,2,hotels and inns business act | 東京都台東区台東保健所 | 30台台健生環き第275号,126.08387096774193,False,9772
881679558549994343,Shinjuku YOKO Hotel4,金,Shinjuku Ku,35.699477186897205,139.69876383038073,Entire home/apt,19421,2,101,6,hotels and inns business act | 新宿区保健所 | 30新保衛環第55号,125.29677419354839,False,9710
881679568946769823,Shinjuku YOKO HOTEL 3,金,Shinjuku Ku,35.7032067,139.6975192,Entire home/apt,16433,2,104,6,hotels and inns business act | 新宿区保健所 | 30新保衛環第55号,106.01935483870967,False,8216
881679720180705534,Shinjuku YOKO HOTEL2,金,Shinjuku Ku,35.70221786188738,139.69731203545322,Entire home/apt,16568,2,135,6,hotels and inns business act | 新宿区保健所 | 30新保衛環第55号,106.89032258064516,False,8284
881718129986835854,Ukiyoe House: 3LDK+75m²+60m² deck. Sauna & BBQ,May,Ota Ku,35.56300987650974,139.70263713658082,Entire home/apt,35771,1,0,8,m130047164,230.78064516129032,False,35771
881778909237196783,东京楽遊秋叶原民宿/超赞房东/秋叶原站徒步10分/浅草桥车站12分/双床房/银座新宿涩谷电车直达,邢,Taito Ku,35.70305826642598,139.77902758928175,Entire home/apt,26040,2,50,7,hotels and inns business act | 東京都台東区台東保健所 | 5台台健生環き第10009号,168.0,False,13020
881848214537908622,Oimachi/Shinagawa City/3 stops to Shibuya/Haneda B,Dan,Shinagawa Ku,35.60191710262899,139.73713785409927,Private room,10841,3,40,12,m130025425,69.94193548387096,False,3614
882019174712969105,Emotional shopping street/3 min walk from station,俊一,Koto Ku,35.6908486,139.8375118,Entire home/apt,34980,2,81,99,hotels and inns business act | 江東区保健所 | ４江健生環き第１２２号,225.67741935483872,False,17490
882020332237438046,春夏5GWifi TokyoDome皇居1km〜 RoofGarden上野秋葉原銀座東京2km～都心,聖美,Chiyoda Ku,35.69737396908001,139.75813741196478,Private room,26871,1,6,7,m130033124,173.36129032258066,False,26871
882051674910030863,夏秋5GWifi TokyoDome皇居1km〜 RoofGarden上野秋葉原銀座東京2km～都心,聖美,Chiyoda Ku,35.696737532779046,139.75931406617588,Private room,26871,1,3,7,m130033124,173.36129032258066,False,26871
882355916247930243,东京中心 门前仲町步行3分钟 宽敞温馨 2条地铁线路交汇 直达东京新宿上野,Monica,Koto Ku,35.66948934057587,139.79830628501364,Entire home/apt,20154,1,103,5,hotels and inns business act | 江東区保健所 | 4江健生環き第129号,130.0258064516129,False,20154
882367900187386326,东京中心门前仲町车站步行3分钟温馨宽敞公寓 丰洲市场12分钟 交通便利两条地铁直达上野新宿东京,Monica,Koto Ku,35.66943420243863,139.8004296906964,Entire home/apt,21087,1,102,5,hotels and inns business act | 江東区保健所 | 4江健生環き第１２９号,136.04516129032257,False,21087
882369797131911712,东京中心 门前仲町车站步行2分钟2条地铁交汇 丰洲市场12分钟 直通东京上野新宿 宽敞温馨,Monica,Koto Ku,35.671321528466684,139.7990309443325,Entire home/apt,18804,1,99,5,hotels and inns business act | 江東区保健所 | 4江健生環き第129号,121.31612903225806,False,18804
882442541092238409,404/16㎡【長期滞在大歓迎！】池袋駅徒歩圏内！東京観光の拠点に！,Unito,Itabashi Ku,35.74147696673073,139.70674269999063,Private room,8743,1,8,9,m130034092,56.406451612903226,False,8743
882444517546387650,405/16㎡【長期滞在大歓迎！】池袋駅徒歩圏内！東京観光の拠点に！,Unito,Toshima Ku,35.740906244731086,139.70833917756372,Private room,11829,1,18,9,m130034093,76.31612903225806,False,11829
882446063930991666,406/16㎡【長期滞在大歓迎！】池袋駅徒歩圏内！東京観光の拠点に！,Unito,Itabashi Ku,35.74126207054183,139.70629230325736,Private room,14286,1,8,9,m130034094,92.16774193548387,False,14286
